id,Name,Description,Building type,Property type,Amenities,host_id,Host_name,Host_identity_verified,Host_Experience,Host_fee,Neighbourhood,State,Zipcode,Currency,Season,Instant_bookable,Construction_year,Accommodation_year,Commission,Booking_total,Status,Bookings,Service_fee,Cancellation_Policy,Food_cost,Food_type,Minimum_nights,Reviews,Reviews_per_month,Review_rate_number,House_rules,Host_Revenue,Platform_Revenue,Total_Revenue
9410442,Downtown Penthouse Oasis,Sunny Space in Williamsburg,Shared room,Condominium,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Heaters', 'Free parking', 'Coffee machine']",3603029,James,not confirmed,Inexperienced,0.0,Poncey-Highland in  Georgia,Norway,8454,usd,Non Holiday Season,No,2011-05-18,2012-05-18,0.1,73.24,confirmed,61,0.63,Moderate,35.48,"['Cereals', 'Fruits', 'Vegetables', 'Eggs', 'Juices']",61,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",5.98,5,No smoking,22.323999999999998,8.073,106.8914
4670364,East Shore Hideaway,SUPER BIG AND COZY PRIVATE BEDROOM,Shared room,Loft,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Air conditioning', 'Iron and iron board', 'Free parking']",9268276,Andrew,confirmed,Inexperienced,0.13,The Bukit Peninsula in  Indonesia,Montana,1810,usd,Holiday Season,No,2012-12-14,2013-12-14,0.14,71.81,confirmed,330,0.28,Flexible,52.37,"['Cereals', 'Fruits', 'Vegetables', 'Juices', 'Yogurt']",348,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,8.22,3,Also friends traveling together could sleep in separate beds for an extra fee (the second bed is either a sofa bed or inflatable bed). Smoking is only allowed on the porch.,31.5163,6.658200000000001,96.2893
6309510,The Brooklyn Penthouse,Sunny 2-story Brooklyn townhouse w deck and gardenTimes Square,Shared room,Unconventional,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Smart locks for self check-in', 'Iron and iron board', 'Heaters']",6823534,Aiden & Cassy,confirmed,Experienced,0.12,Triana in Spain,Spain,6401,usd,Holiday Season,Yes,2017-05-20,2018-05-20,0.14,72.91,not confirmed,436,0.0,Strict,10.89,"['Cereals', 'Fruits', 'Vegetables', 'Bread and Jam', 'Juices']",153,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,1.01,10,Also friends traveling together could sleep in separate beds for an extra fee (the second bed is either a sofa bed or inflatable bed). Smoking is only allowed on the porch.,31.0402,2.727,30.8043
3949655,Cozy Guesthouse,Cozy 2 br in sunny Fort Greene apt,Apartment,Unconventional,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Heaters', 'Coffee machine', 'Washer and Dryer']",8089617,Wilson,not confirmed,Moderately Experienced,0.0,Poncey-Highland in  Georgia,Michigan,8582,usd,Holiday Season,No,2014-01-31,2015-01-31,0.14,83.77,not confirmed,821,0.0,Strict,54.83,"['Cereals', 'Fruits', 'Vegetables', 'Juices', 'Eggs']",306,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",3.04,3,Clean up and treat the home the way you'd like your home to be treated,23.377000000000002,2.4623999999999997,74.8055
5603567,The Perfect Retreat,Monthly Apartment Rental,Entire house,Unconventional,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Heaters', 'LED TV', 'Pool']",5522414,Cameron,confirmed,Moderately Experienced,0.15,Capucins in France,France,4163,usd,Holiday Season,No,2015-07-16,2016-07-16,0.12,69.34,not confirmed,69,0.0,Strict,22.55,"['Cereals', 'Fruits', 'Vegetables', 'Bread and Jam', 'OJ']",170,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,1.24,9,No smoking,32.335,3.0132,42.6434
9581925,West Shore Country Hale,Queens Artist' Corner,Shared room,House,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Pool', 'Iron and iron board', 'Coffee machine']",3741399,Luisa,confirmed,Inexperienced,0.12,Oak Lawn in  Texas,Rishikesh,6948,usd,Holiday Season,Yes,2008-06-02,2009-06-02,0.13,65.48,not confirmed,595,0.0,Moderate,24.78,"['Cereals', 'Fruits', 'Vegetables', 'OJ', 'Yogurt']",83,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,5.59,5,"My ideal guests would be warm, friendly, and respectful of sharing my home and its rhythms.",29.4056,7.546499999999999,49.2909
5043569,The Retreat On Lansdale,Queens Artist' Corner,Private room,Cabin,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'LED TV', 'Coffee machine', 'Pool']",5379259,Carroll,confirmed,Experienced,0.13,Capucins in France,France,7722,usd,Non Holiday Season,Yes,2014-08-29,2015-08-29,0.11,87.87,not confirmed,23,0.0,Flexible,49.3,"['Cereals', 'Fruits', 'Vegetables', 'Eggs', 'Muffins']",313,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,8.44,2,Clean up and treat the home the way you'd like your home to be treated,35.210100000000004,4.557599999999999,71.49369999999999
6440475,Cozy Guesthouse,Oceanfront Apartment in Rockaway,Apartment,Cabin,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Iron and iron board', 'Coffee machine', 'Free parking']",3592079,Marc,not confirmed,Inexperienced,0.0,Constitución in Argentina,Argentina,1738,usd,Non Holiday Season,Yes,2017-04-03,2018-04-03,0.12,72.83,confirmed,786,0.64,Flexible,51.53,"['Cereals', 'Fruits', 'Vegetables', 'Yogurt', 'Muffins']",423,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",2.3,2,No smoking,22.283,1.242,116.5681
2850157,The Oasis,Bright Modern Charming Housebarge,Entire house,Cabin,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Smart locks for self check-in', 'Pool', 'Washer and Dryer']",3426853,Wells,not confirmed,Inexperienced,0.0,Capucins in France,France,4330,usd,Non Holiday Season,No,2022-02-26,2023-02-26,0.1,65.89,not confirmed,99,0.0,Strict,59.46,"['Cereals', 'Fruits', 'Vegetables', 'Bread and Jam', 'Yogurt']",24,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",5.11,1,Also friends traveling together could sleep in separate beds for an extra fee (the second bed is either a sofa bed or inflatable bed). Smoking is only allowed on the porch.,21.589,1.3797000000000001,77.8164
4122293,Woodyvyu Stok House,"Spacious 1BR, Adorable Clean Quiet",Apartment,Bed & Breakfast,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Heaters', 'Pool', 'Air conditioning']",5188435,Baptiste,not confirmed,Experienced,0.0,Triana in Spain,Spain,1289,usd,Non Holiday Season,No,2009-02-25,2010-02-25,0.13,75.38,confirmed,738,0.4,Moderate,43.78,"['Cereals', 'Fruits', 'Vegetables', 'Milk', 'Juices']",82,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,4.24,8,Clean up and treat the home the way you'd like your home to be treated,22.538,9.1584,100.3518
1909671,,Ideal Brooklyn Brownstone Apartment,Private room,Condominium,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Coffee machine', 'Air conditioning', 'Iron and iron board']",9466266,Dany,not confirmed,Moderately Experienced,0.0,Poncey-Highland in  Georgia,Perth,1457,usd,Non Holiday Season,No,2011-01-02,2012-01-02,0.13,87.65,confirmed,758,0.6,Flexible,29.44,"['Cereals', 'Fruits', 'Vegetables', 'Milk', 'Muffins']",138,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",3.06,7,I could accept more guests (for an extra fee) but this also needs to be confirmed beforehand.,23.765,5.783399999999999,105.44290000000001
4529742,Himalayan Home,Bright Beautiful Brooklyn,Shared room,Townhouse,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Iron and iron board', 'Heaters', 'Washer and Dryer']",9629255,Jay,confirmed,Experienced,0.13,Poncey-Highland in  Georgia,Sydney,5659,usd,Holiday Season,No,2011-06-11,2012-06-11,0.12,88.56,not confirmed,248,0.0,Strict,52.96,"['Cereals', 'Fruits', 'Vegetables', 'Juices', 'Bread and Jam']",85,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",9.18,6,I could accept more guests (for an extra fee) but this also needs to be confirmed beforehand.,35.3688,14.8716,85.4884
9845166,Silverlake Hills Hidden Gem,City Room - Semi Private Bedroom,Apartment,House,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Smart locks for self check-in', 'Air conditioning', 'Washer and Dryer']",8271739,Diego,not confirmed,Inexperienced,0.0,District VII in  Hungary,Hawaii,5929,usd,Holiday Season,Yes,2017-01-21,2018-01-21,0.12,67.67,not confirmed,861,0.0,Moderate,54.69,"['Cereals', 'Fruits', 'Vegetables', 'Yogurt', 'OJ']",189,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",8.16,9, I have a cute and quiet mixed chihuahua.,21.767,19.828799999999998,91.5489
3140174,Williamsburg Abode,Luxury 3 bed/ 2 bath apt in Harlem w/ terrace,Shared room,Unconventional,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Free parking', 'Smart locks for self check-in', 'Iron and iron board']",7049432,Freddy,not confirmed,Inexperienced,0.0,Meireles in Brazil,Brazil,7834,usd,Holiday Season,Yes,2017-08-25,2018-08-25,0.12,64.8,confirmed,627,0.53,Moderate,16.95,"['Cereals', 'Fruits', 'Vegetables', 'Yogurt', 'Eggs']",344,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,4.52,8,Pet friendly but please confirm with me if the pet you are planning on bringing with you is OK,21.48,9.7632,78.0012
2378717,The Chalet,Sunny Room in Old Historical Brooklyn Townhouse,Private room,Unconventional,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'LED TV', 'Air conditioning', 'Smart locks for self check-in']",5502317,Cole,not confirmed,Moderately Experienced,0.0,Poncey-Highland in  Georgia,Brisbane,4827,usd,Non Holiday Season,No,2008-06-07,2009-06-07,0.14,85.73,not confirmed,949,0.0,Flexible,10.35,"['Cereals', 'Fruits', 'Vegetables', 'Milk', 'Juices']",465,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",3.46,6, I have a cute and quiet mixed chihuahua.,23.573,5.6052,33.527100000000004
8551118,The Tired Traveler Inn,Cozy Studio in the Heart of Greenwich Village,Shared room,Loft,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Free parking', 'Air conditioning', 'Pool']",1960429,Grant,confirmed,Inexperienced,0.13,Triana in Spain,Spain,1536,usd,Non Holiday Season,Yes,2021-08-04,2022-08-04,0.15,69.13,confirmed,977,0.39,Flexible,35.51,"['Cereals', 'Fruits', 'Vegetables', 'OJ', 'Eggs']",15,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,3.44,1," I am allergic to cigarettes, so no smoking please, not even in the yard. A quiet homecoming is much appreciated at the end of the evening's nightlife.",30.899900000000002,0.9288000000000001,80.4734
1286324,Baker Avenue Bungalow,French Garden cottage off Bedford,Apartment,Cabin,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Pool', 'Free parking', 'Air conditioning']",4932526,Armstrong,not confirmed,Moderately Experienced,0.0,District VII in  Hungary,Kentucky,7466,usd,Non Holiday Season,Yes,2019-10-31,2020-10-31,0.14,72.23,not confirmed,372,0.0,Flexible,36.7,"['Cereals', 'Fruits', 'Vegetables', 'Eggs', 'Juices']",202,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,4.16,7,Clean up and treat the home the way you'd like your home to be treated,22.223,7.8624,61.7293
1403308,Danielle’s Boutique Inn,Modern Unique Studio in NYC,Shared room,Loft,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Coffee machine', 'Smart locks for self check-in', 'Air conditioning']",5936498,Kafayat,confirmed,Moderately Experienced,0.15,District VII in  Hungary,Michigan,6081,usd,Non Holiday Season,Yes,2009-04-24,2010-04-24,0.12,66.26,not confirmed,724,0.0,Moderate,13.89,"['Cereals', 'Fruits', 'Vegetables', 'Muffins', 'Milk']",206,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,2.2,10,Also friends traveling together could sleep in separate beds for an extra fee (the second bed is either a sofa bed or inflatable bed). Smoking is only allowed on the porch.,31.565,5.940000000000001,36.817800000000005
4907291,Junoon In The Hills,The Notorious B.N.B. { The Wallace },Entire house,Condominium,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Heaters', 'LED TV', 'Smart locks for self check-in']",6372468,Ralph,confirmed,Inexperienced,0.13,District VII in  Hungary,Kansas,3838,usd,Non Holiday Season,No,2013-09-18,2014-09-18,0.12,74.81,confirmed,78,0.45,Flexible,35.93,"['Cereals', 'Fruits', 'Vegetables', 'Eggs', 'OJ']",449,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,1.1,3,Clean up and treat the home the way you'd like your home to be treated,32.2063,0.8910000000000001,87.72980000000001
6031469,Singtom Resort,CreaTive Live-In Artspace/Birdsnest,Entire house,Apartment,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'LED TV', 'Heaters', 'Air conditioning']",8436716,Danielle,not confirmed,Experienced,0.0,Oak Lawn in  Texas,Darwin,6715,usd,Non Holiday Season,Yes,2012-03-03,2013-03-03,0.13,70.8,not confirmed,322,0.0,Strict,55.02,"['Cereals', 'Fruits', 'Vegetables', 'Muffins', 'Eggs']",212,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,7.79,4, I have a cute and quiet mixed chihuahua.,22.08,8.4132,80.55720000000001
7919430,Radcliff Refuge,Park Slope haven 15 mins from Soho,Private room,Condominium,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Washer and Dryer', 'Iron and iron board', 'Coffee machine']",6873122,Fedrick,confirmed,Inexperienced,0.13,Roma Sur in MexicoCity,MexicoCity,5804,usd,Non Holiday Season,Yes,2020-07-12,2021-07-12,0.15,82.51,not confirmed,649,0.0,Flexible,59.14,"['Cereals', 'Fruits', 'Vegetables', 'Bread and Jam', 'Juices']",197,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,4.24,10,Clean up and treat the home the way you'd like your home to be treated,33.9773,11.448,88.0633
3938119,The Ultimate Escape,ALL ABOUT A VERY COMFORTABLE ROOM..,Shared room,Unconventional,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Pool', 'Smart locks for self check-in', 'LED TV']",8177192,Pirin,confirmed,Experienced,0.15,Roma Sur in MexicoCity,MexicoCity,1302,usd,Non Holiday Season,No,2014-05-14,2015-05-14,0.12,69.49,not confirmed,115,0.0,Strict,47.2,"['Cereals', 'Fruits', 'Vegetables', 'Yogurt', 'Milk']",378,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,2.76,2,Pet friendly but please confirm with me if the pet you are planning on bringing with you is OK,32.3725,1.4904,65.7751
5165615,The Iconic Allen Street Clubhouse,"Spacious 1BR, Adorable Clean Quiet",Shared room,Condominium,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Iron and iron board', 'Air conditioning', 'Heaters']",1051994,Lyndon,confirmed,Experienced,0.14,District VII in  Hungary,Alabama,8231,usd,Non Holiday Season,Yes,2021-03-26,2022-03-26,0.12,73.19,confirmed,303,0.34,Strict,32.88,"['Cereals', 'Fruits', 'Vegetables', 'Muffins', 'OJ']",37,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,8.6,7," I am allergic to cigarettes, so no smoking please, not even in the yard. A quiet homecoming is much appreciated at the end of the evening's nightlife.",32.5656,16.253999999999998,91.21430000000001
2810349,Rockaway Beach Villa,Private 1-Bedroom Apt in Townhouse,Entire house,Bed & Breakfast,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Iron and iron board', 'Coffee machine', 'Free parking']",3181770,Georgette'S,not confirmed,Inexperienced,0.0,Roma Sur in MexicoCity,MexicoCity,1851,usd,Holiday Season,Yes,2012-05-24,2013-05-24,0.15,89.11,confirmed,206,0.26,Moderate,45.46,"['Cereals', 'Fruits', 'Vegetables', 'Bread and Jam', 'OJ']",372,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",6.87,1,Clean up and treat the home the way you'd like your home to be treated,23.911,1.8549,88.1568
3079538,Charming Retreat on the Eastside,Park Slope haven 15 mins from Soho,Private room,Loft,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Pool', 'Heaters', 'Air conditioning']",1246521,Perkins,not confirmed,Moderately Experienced,0.0,Meireles in Brazil,Brazil,6206,usd,Non Holiday Season,Yes,2014-02-22,2015-02-22,0.1,81.7,confirmed,503,0.35,Moderate,37.09,"['Cereals', 'Fruits', 'Vegetables', 'Eggs', 'Muffins']",135,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,3.58,6, I have a cute and quiet mixed chihuahua.,23.17,5.799600000000001,88.9356
5944892,Cozy Guesthouse,Clean and Cozy Harlem Apartment,Apartment,Loft,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Air conditioning', 'LED TV', 'Smart locks for self check-in']",3599069,Tyler,confirmed,Inexperienced,0.13,The Bukit Peninsula in  Indonesia,Darwin,7370,usd,Holiday Season,No,2011-01-14,2012-01-14,0.12,65.98,not confirmed,454,0.0,Moderate,48.75,"['Cereals', 'Fruits', 'Vegetables', 'OJ', 'Eggs']",312,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",1.4,5,I could accept more guests (for an extra fee) but this also needs to be confirmed beforehand.,30.175400000000003,1.8900000000000001,67.6194
2756107,Sandy Beachfront Oasis,"Manhattan Studio, Perfect Location",Entire house,Unconventional,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Smart locks for self check-in', 'Free parking', 'Pool']",3121537,Reed,not confirmed,Inexperienced,0.0,Capucins in France,France,8944,usd,Non Holiday Season,Yes,2015-02-21,2016-02-21,0.14,70.98,confirmed,577,0.21,Flexible,27.54,"['Cereals', 'Fruits', 'Vegetables', 'Juices', 'Muffins']",367,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,1.58,1,Also friends traveling together could sleep in separate beds for an extra fee (the second bed is either a sofa bed or inflatable bed). Smoking is only allowed on the porch.,22.098,0.4266,60.001799999999996
6837123,Miami Getaway,Bed in loft apartment east Williamsburg/bushwick,Entire house,Loft,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Free parking', 'Coffee machine', 'Washer and Dryer']",3181456,Michelle,confirmed,Moderately Experienced,0.13,Constitución in Argentina,Argentina,4692,usd,Non Holiday Season,Yes,2012-07-07,2013-07-07,0.13,68.37,not confirmed,598,0.0,Flexible,50.19,"['Cereals', 'Fruits', 'Vegetables', 'Bread and Jam', 'Muffins']",121,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,7.07,9,No smoking,30.7251,17.1801,84.42119999999998
5495252,Quinta Da Santana,LOCATION LOCATION LOCATION Liz's,Apartment,House,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Free parking', 'Iron and iron board', 'Washer and Dryer']",4286548,Camilla,not confirmed,Moderately Experienced,0.0,District VII in  Hungary,Norway,5389,usd,Holiday Season,No,2022-02-15,2023-02-15,0.14,85.76,confirmed,759,0.41,Strict,51.82,"['Cereals', 'Fruits', 'Vegetables', 'Yogurt', 'Juices']",250,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",3.66,7,Also friends traveling together could sleep in separate beds for an extra fee (the second bed is either a sofa bed or inflatable bed). Smoking is only allowed on the porch.,23.576,6.917400000000001,111.4718
7099199,The Sunset,Cozy Apt near JFK,Entire house,Cabin,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'LED TV', 'Smart locks for self check-in', 'Heaters']",7846887,Payne,not confirmed,Experienced,0.0,Richmond in Melbourne,Melbourne,8033,usd,Non Holiday Season,No,2021-08-06,2022-08-06,0.12,89.71,not confirmed,32,0.0,Flexible,37.14,"['Cereals', 'Fruits', 'Vegetables', 'Milk', 'Juices']",460,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",1.12,5,Clean up and treat the home the way you'd like your home to be treated,23.971,1.512,56.3433
5370087,Williamsburg Abode,South Slope Green,Shared room,Cabin,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Free parking', 'Coffee machine', 'Iron and iron board']",2950753,Jay,confirmed,Inexperienced,0.15,Capucins in France,France,9771,usd,Non Holiday Season,No,2019-04-30,2020-04-30,0.12,64.02,not confirmed,891,0.0,Moderate,33.09,"['Cereals', 'Fruits', 'Vegetables', 'Muffins', 'Yogurt']",458,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,5.96,2,Clean up and treat the home the way you'd like your home to be treated,31.005,3.2184,53.229000000000006
8434760,The Magenta,Large Room Overlooking Central Park,Entire house,Condominium,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Air conditioning', 'Pool', 'Coffee machine']",9861109,Anderson,confirmed,Inexperienced,0.14,Oak Lawn in  Texas,Kentucky,5896,usd,Non Holiday Season,No,2009-09-28,2010-09-28,0.15,80.83,confirmed,577,0.35,Strict,45.74,"['Cereals', 'Fruits', 'Vegetables', 'Yogurt', 'Juices']",38,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",9.21,3," I am allergic to cigarettes, so no smoking please, not even in the yard. A quiet homecoming is much appreciated at the end of the evening's nightlife.",34.3992,7.460100000000001,98.9155
6690717,The Artist’s Studio,"BIG, COMFY , PRIV. ROOM, BIG APT, YARD, GREAT LOC.",Apartment,Condominium,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Pool', 'Air conditioning', 'Coffee machine']",3779253,Norman,confirmed,Inexperienced,0.14,Roma Sur in MexicoCity,MexicoCity,9523,usd,Non Holiday Season,No,2009-06-18,2010-06-18,0.11,71.88,not confirmed,826,0.0,Moderate,54.26,"['Cereals', 'Fruits', 'Vegetables', 'Bread and Jam', 'Milk']",98,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",7.23,3," I am allergic to cigarettes, so no smoking please, not even in the yard. A quiet homecoming is much appreciated at the end of the evening's nightlife.",32.2512,5.856300000000001,77.2727
4288146,The Coral Reef Estate,Williamsburg bedroom by Bedford Ave,Private room,Unconventional,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Pool', 'Air conditioning', 'Smart locks for self check-in']",8182019,Goenuel,not confirmed,Inexperienced,0.0,Oak Lawn in  Texas,Oregon,7329,usd,Non Holiday Season,Yes,2015-01-15,2016-01-15,0.13,73.06,confirmed,379,0.69,Moderate,38.22,"['Cereals', 'Fruits', 'Vegetables', 'Bread and Jam', 'Eggs']",477,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,7.97,1,Pet friendly but please confirm with me if the pet you are planning on bringing with you is OK,22.306,2.1519,107.9751
8099865,Baker Avenue Bungalow,Designer 2.5 BR Loft in Carroll Gardens by Subway,Private room,Cabin,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Iron and iron board', 'Washer and Dryer', 'Smart locks for self check-in']",9717894,Camilla,confirmed,Inexperienced,0.15,Oak Lawn in  Texas,Darwin,4144,usd,Non Holiday Season,Yes,2022-05-31,2023-05-31,0.14,84.53,confirmed,609,0.25,Moderate,19.57,"['Cereals', 'Fruits', 'Vegetables', 'Eggs', 'Yogurt']",347,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",5.66,2," I am allergic to cigarettes, so no smoking please, not even in the yard. A quiet homecoming is much appreciated at the end of the evening's nightlife.",36.1325,3.0564,61.294799999999995
9461125,Junoon In The Hills,Beautiful Brownstone,Entire house,Condominium,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'LED TV', 'Air conditioning', 'Washer and Dryer']",3326750,Grant,confirmed,Inexperienced,0.13,Poncey-Highland in  Georgia,Goa,7755,usd,Holiday Season,Yes,2022-12-09,2023-12-09,0.12,67.97,confirmed,791,0.28,Moderate,55.05,"['Cereals', 'Fruits', 'Vegetables', 'Bread and Jam', 'Yogurt']",226,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,9.0,5,Pet friendly but please confirm with me if the pet you are planning on bringing with you is OK,30.6331,12.149999999999999,103.2707
1926688,Maui Beach Retreat,"Historic House Boerum Hill, BK, NYC",Private room,House,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Heaters', 'Iron and iron board', 'Air conditioning']",8666210,Mila,confirmed,Experienced,0.15,Meireles in Brazil,Brazil,5181,usd,Non Holiday Season,Yes,2019-05-01,2020-05-01,0.11,70.52,not confirmed,951,0.0,Strict,50.68,"['Cereals', 'Fruits', 'Vegetables', 'Bread and Jam', 'Milk']",28,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,2.3,4,Pet friendly but please confirm with me if the pet you are planning on bringing with you is OK,32.629999999999995,2.484,70.2796
